_key,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Bruschette cu aroma de mix de legume 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Bruschette-cu-aroma-de-mix-de-legume-70g/p/38676,18 g/100 g,457 kcal/100 g,64 g/100 g,2.7 g/100 g,3.1 g/100 g,8.5 g/100 g,N/A,"Faina de grau, ulei vegetal (oleina de palmier, antioxidant (extract de rozmarin)), faina de porumb extrudat, aroma de mix de legume 5.5% (zahar, sare, maltodextrina, praf de ceapa 10%, praf de paprica 4%, praf de rosii 3%, praf de usutroi 2%, patrunjel uscat, lactoza, potentiatori de aroma (glutamat monosodic, inozinat disodic, guanilat disodic), agent antiaglomerant (dioxid de siliciu), corector de aciditate (acid citric), coloranti (extract de paprica, arome), sare, lapte praf degresat, zahar, gluten uscat, drojdie, stabilizator (guma de guar), dextroza, emulsificatori (esteri ai mono si digliceridelor cu acidul diacetiltartric ai acizilor grasi).","Grau, lactoza, lapte, gluten. Poate contine urme de susa, soia."
Ciocolata cu lapte alpin si ciocolata alba 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-alpin-si-ciocolata-alba-100g/p/37754,29 g/100 g,530 kcal/100g,60 g/100 g,1.6 g/100 g,0.37 g/100 g,6 g/100 g,18 g/100 g,"Zahar, unt de cacao, LAPTE praf degresat, masa de cacao, zer praf (LAPTE), grasime din LAPTE, emulsifiant (lecitina din SOIA), pasta de ALUNE de padure, arome naturale. Ciocolata cu lapte alpin contine substanta uscata de cacao: 30% minimum.","Contine: lapte, alune de padure si soia. Poate contine alte fructe cu coaja lemnoasa si grau."
Ciocolata amaruie cu portocala 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-portocala-80g/p/37535,31 g/100 g,523 kcal/100 g,53 g/100 g,N/A,0.01 g/100 g,4 g/100 g,20 g/100 g,"Zahar, masa de cacao, unt de cacao, coaja de portocala confiata 10% (coaja de portocala 59%, sirop de glucoza-fructoza din grau, zahar, dextroza din grau, corector de aciditate: acid citric), emulsificator: lecitina din SOIA, arome: extract natural de vanilie si portocala. Substanta uscata de cacao, ciocolata: 50% min.",Contine soia si gluten. Produs pe echipamente care proceseaza fructe nucifere si lapte.
Migdale coapte si sarate 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Fistic-caju-si-migdale/Migdale-coapte-si-sarate-200g/p/58588,51.7 g/100 g,610 kcal/100 g,5.6 g/100 g,11.6 g/100 g,1.50 g/100 g,24.8 g/100 g,4.2 g/100 g,"Migdale 98.5%, sare de mare 1.5%.","Migdale. Poate contine urme de arahide, alte fructe cu coaja lemnoasa, seminte de susan si mustar."
Biscuiti aperitiv 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Biscuiti-aperitiv-100g/p/58664,25.4 g/100 g,508 kcal/100 g,60 g/100 g,2.6 g/100 g,1.3 g/100 g,8.3 g/100 g,18 g/100 g,"Faina de GRAU (66%), ulei de palmier (8%), zahar (4%), agenti de afanare (bicarbonat de amoniu E503, bicarbonat de sodiu E500), ZER pudra,extract de MALT, sare, proteaza, drojdie uscata, antioxidanti (lecitina din SOIA E322, METABISULFIT de sodiu E223, acid citric E330.","Contine gluten, lapte, soia si sulfiti."
Pufuleti fara sare 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Pufuleti-fara-sare-50g/p/55018,1.4 g/100 g,375 kcal/100 g,82.7 g/100 g,1.9 g/100 g,0.0025 g/100 g,5.6 g/100 g,0.2 g/100 g,Malai degerminat din porumb nemodificat genetic.,"Produsul poate contine urme de gluten, lapte si derivate din lapte."
Napolitane cu crema de visine 66g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-cu-crema-de-visine-66g/p/23924,24 g/100 g,503 kcal/100 g,64 g/100 g,2 g/100 g,0.5 g/100 g,7 g/100 g,21 g/100 g,"Zahar, faina de GRAU (contine GLUTEN), ulei cocos, LAPTE praf integral, sirop de glucoza, ZER praf (LAPTE), cacao cu continut redus de grasime 2.4%, amidon din cartofi, ulei vegetal (floarea soarelui, seminte de bumbac), emulsifianti (lecitina de floarea soarelui, poliricinoleat de poliglicerol), acidifiant (acid citric), visine pudra 0.4%, colorant (extract de morcov negru), agenti de afanare (carbonat acd de sodiu, pirofosfat acid de sodiu, carbonat acid de amoniu), sare, arome, extract de drojdie.","Contine gluten si lapte. Poate contine fistic, alune, produse din soia, susan si arahide."
Biscuiti populari 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-simpli/Biscuiti-populari-100g/p/26540,7 g/100 g,414 kcal/100 g,75 g/100 g,2.8 g/100 g,0.85 g/100 g,10.3 g/100 g,1 g/100 g,"Faina alba de GRAU 650 (GLUTEN), apa, zahar, ulei rafinat de floarea soarelui high oleic, sirop de glucoza, agenti de afanare (bicarbonat de amoniu, bicarbonat de sodiu), sare iodata, acidifiant (acid citric), aroma, enzime.","Gluten. Poate contine urme de seminte de susan, arahide, fructe cu coaja, lemnoasa, soia, lapte."
Sandwich biscuiti cu unt si umplutura de crema de ciocolata 190g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Sandwich-biscuiti-cu-unt-si-umplutura-de-crema-de-ciocolata-190g/p/30374,28 g/100 g,523 kcal/100 g,61 g/100 g,N/A,0.83 g/100 g,5.5 g/100 g,21 g/100 g,"Faina de GRAU, zahar, grasimi vegetale (palmier), UNT 6.3%, cacao pudra cu continut redus de grasime (3.4%), amidon (GRAU), sirop de zahar invertit, produse din ZER (LAPTE), masa de cacao, agenti de afanare: difosfati, carbonati de sodiu, unt de cacao, LAPTE praf integral, sare, emulsifiant: lecitine, corector de aciditate: acid citric, arome (LAPTE), praf de OUA integral de gaina.","Contine gluten, lapte, oua. Poate contine soia, migdale si alune."
Soocitzi cu sare de mare si miere 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Soocitzi-cu-sare-de-mare-si-miere-200g/p/32898,9.2 g/100 g,427 kcal/100 g,74 g/100 g,2 g/100 g,1.3 g/100 g,11 g/100 g,3.8 g/100 g,"Faina alba din GRAU, grasime vegetala(palmieri), zahar, extract de malt din ORZ, faina integrala de GRAU, zahar brun, miere 2.5%, sare de mare 1.3%, drojdie.","Grau, orz. Poate contine urme de soia, susan si mustar."
Fistic copt si sarat 500g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Fistic-caju-si-migdale/Fistic-copt-si-sarat-500g/p/40567,46 g/100 g,557 kcal/100 g,9.2 g/100 g,10.3 g/100 g,3 g/100 g,21.4 g/100 g,5.6 g/100 g,"FISTIC in coaja (97%), sare de mare neiodata (3%).","Produs intr-o unitate in care se utilizeaza: arahide, alte fructe cu coaja lemnoasa, seminte de susan si mustar."
Snacks cu gust de cascaval si ketchup 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Snacks-cu-gust-de-cascaval-si-ketchup-70g/p/45615,28 g/100 g,513 kcal/100 g,58 g/100 g,1.60 g/100 g,1.70 g/100 g,5.80 g/100 g,2.40 g/100 g,"Faina de porumb 66%, ulei de rapita, mix de ingrediente cu gust de CASCAVAL si ketchup (ZER pudra din LAPTE, sare, dextroza, potentiatori de aroma (monoglutamat de sodiu, guanilat disodic, inozinat disodic), zahar, arome (contine LAPTE, SOIA), clorura de potasiu, colorant (extract de ardei rosu)).","Lapte, soia. Poate contine arahide, grau si alte cereale care contin gluten."
Ciocolata amaruie cu portocale si migdale 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-portocale-si-migdale-100g/p/38395,32 g/100 g,524 kcal/100 g,51 g/100 g,N/A,0.08 g/100 g,6.9 g/100 g,17 g/100 g,"Zahar, masa de cacao, MIGDALE (7%), unt de cacao, grasimi din UNT, suc de portocale sin concentrat 3.9%, zahar invertit, suc de lamaie din concentrat, amulsifiant: lecitina SOIA, ananas, gelifiant: pectina, aroma naturala de portocala, aroma artificiala (vanilie). 4","Unt, migdale, soia. Poate contine lapte, alune si alte fructe in coaja tare."
Praline Butoiase cu crema de rom 126g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Butoiase-cu-crema-de-rom-126g/p/61589,20 g/100 g,451 kcal/100 g,62 g/100 g,N/A,0.11 g/100 g,4.1 g/100 g,12 g/100 g,"Zahar, masa de cacao, sirop de glucoza-fructoza, unt de cacao, sirop de glucoza, grasime vegetala partial hidrogenata (SOIA, palmier, shea), agent de umezire (sorbitol), grasime vegetala (palmier, shea), alcool etilic, rafinat de origine agricola, derivat din ZER pudra (LAPTE), pudra de cacao cu continut redus de grasime, LAPTE praf integral, rom 0.1%, emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), stabilizator (invertaza), arome. Ciocolata contine si alte grasimi pe langauntul de cacao. Continut de alcool: max.2%. Ciocolata contine substanta uscata de cacao 40% minimum.","Contine: lapte si soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten, oua, cocos."
Crackers Maxi Mix 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Crackers-Maxi-Mix-100g/p/1394,18 g/100 g,449 kcal/100 g,61 g/100 g,3.5 g/100 g,1.3 g/100 g,9 g/100 g,N/A,"Faina de grau, ulei vegetal din palmier si floarea soarelui, amidon modificat din cartofi, cartofi pudra, sare, zahar, seminte de susan, sirop de glucoza, seminte de mac, produs din zer, cascaval pudra, drojdie, lapte batut pudra, faina din malt de grau, sirop de fructoza- glucoza, emulsificator (mono si digliceride ale acizilor grasi), amidon modificat din porumb si cartofi, arome, pudra de paprica, regulator de aciditate (hidroxid de sodiu), proteine din lapte, pudra de ceapa, iaurt, melasa,pudra de usturoi, colorant: extract de paprica, condimente, acid citric, lapte praf integral.","Contine seminte de mac si susan, proteine din lapte. Poate contine urme de alune."
Chipsuri crab 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Sare/Chipsuri-crab-50g/p/50653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Napolitane cu crema de cacao, invelite cu ciocolata cu lapte 46g",https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-cu-crema-de-cacao-invelite-cu-ciocolata-cu-lapte-46g/p/21318,27.3 g/100 g,508 kcal/100 g,59.0 g/100 g,1.3 g/100 g,0.22 g/100 g,5.6 g/100 g,13.6 g/100 g,"Ciocolata cu lapte 33% (zahar, unt de cacao, masa de cacao, LAPTE praf integral14.6% zer praf (din lapte), uleiuri vegetale (palmier, shea), cacao pudra cu continut redus de grasime, emulgatori (lecitine, poliricinoleat de poliglicerina)faina de grau,zahar, ulei de palmier nehidrogenat, ZER praf dulce( din lapte), cacao pudra cu continut redus de grasime 2.3%, lapte praf degresat, pudra de roscovene, emulgatori (lecitine) aroma naturala, sare, agent de afanare (carbonati de sodiu).Substanta uscata de cacao in ciocolata cu lapte: 30% minimum.","Contine lapte. Poate contine soia, arahide si alte varietati de nuci."
Ciocolata cu crema de zmeura 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-crema-de-zmeura-100g/p/19658,16 g/100 g,444 kcal/100 g,72 g/100 g,N/A,0.03 g/100 g,2.2 g/100 g,8.4 g/100 g,"Zahar, masa de cacao, apa, sirop de glucoza, unt de cacao, grasime de rapita (partial hidrogenata), amidon modificat din cartofi, suc de zmeura obtinut din suc concentrat 2%, emulsifiant: lecitine din floarea-soarelui, aroma, aciddifiant: acid citric, aliment colorant: suc din sfecla rosie concentrat.","Poate contine urme de fructe cu coaja lemnoasa, arahide, soia, oua, lapte si cereale care contin gluten."
Ciocolata cu lapte cu alune intregi 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-alune-intregi-100g/p/18220,39 g/100 g,575 kcal/100 g,46 g/100 g,N/A,0.14 g/100 g,8.7 g/100 g,15 g/100 g,"Zahar, ALUNE de padure prajite, unt de cacao, masa de cacao, LAPTE praf integral, LACTOZA, LAPTE praf degresat, UNT clarificat, emulsifiant: lecitina din SOIA. Ciocolata cu lapte: substanta uscata de cacao 30% min.","Contine lapte, alune si soia. Poate contine fructe cu coaja lemnoasa, gluten, oua si arahide."
Seminte negre de floarea-soarelui prajite si fara sare 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Seminte/Seminte-negre-de-floarea-soarelui-prajite-si-fara-sare-100g/p/76472,40 g/100 g,522 kcal/100 g,6.2 g/100 g,N/A,<0.01 g/100 g,19 g/100 g,4.5 g/100 g,Seminte negre de floarea soarelui.,N/A
Ciocolata cu lapte 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-150g/p/76069,29 g/100 g,527 kcal/100 g,56 g/100 g,3.3 g/100 g,0.33 g/100 g,7.8 g/100 g,18 kcal/100 g,"Zahar, masa de cacao, LAPTE praf integral, unt de cacao, ZER pudra (LAPTE), emulsifiant (lecitina din SOIA), cacao pudra degresata, arome, UNT concentrat (LAPTE).","Contine lapte, soia. Poate contine urme de fructe cu coaja lemnoasa."
Sticks cu aroma de cascaval 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Sticks-cu-aroma-de-cascaval-80g/p/30726,20 g/100 g,465 kcal/100 g,58 g/100 g,4.3 g/100 g,1.2 g/100 g,11 g/100 g,N/A,"Faina de grau, ulei vegetal, cascaval pudra 3% (colorant: annatto), sare, lapte batut pudra, zahar, fibre de grau, zer pudra, aroma, condimente, colorant: extract de ardei rosu.",Poate contine resturi de alune. Contine gluten si derivate din lapte.
Ciocolata neagra cu 70% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-70-cacao-100g/p/22135,47 g/100 g,601 kcal/100 g,32 g/100 g,11 g/100 g,0.02 g/100 g,7.1 g/100 g,29 g/100 g,"Masa de cacao, zahar, unt de cacao, pudra de cacao puternica degresata, UNT concentrat, emulsifiant (lecitina de SOIA), arome, LAPTE praf integral.","Lapte, unt, soia. Produs intr-o unitate in care se mai utilizeaza fructe cu coaja lemnoasa."
Turta dulce cu glazura de bezea 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Altele/Turta-dulce-cu-glazura-de-bezea-200g/p/85377,0.1 g/100 g,385 kcal /100 g,86.7 g/100 g,N/A,0.1 g/100 g,5.5 g/100 g,0.01 g/100 g,"Faina alba de GRAU 550 (gluten), zahar, faina semialba de GRAU 800 (gluten), miere de albine, apa, faina de SECARA 700 (gluten), glazura bezea 5.2% (albus de OU, zahar, apa), galbenus de OU, scortisoara 1%, agent de afanare: carbonat acid de sodiu.",Contine gluten si oua.
Glucoza 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Glucoza-100g/p/85055,0.2 g/100 g,340 kcal/100 g,84.7 g/100 g,0.1 g/100 g,0.48 g/100 g,0.1 g/100 g,0.1 g/100 g,"amidon de porumb (origine: din UE), apa.",Poate contine urme de sulfiti.
Mini croissant cu umplutura de cacao si vanilie 185g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Mini-croissant-cu-umplutura-de-cacao-si-vanilie-185g/p/84063,26 g/100 g,448 kcal/100 g,46 g/100 g,N/A,0.55 g/100 g,6 g/100 g,13 g/100 g,"Aluat: faina de GRAU, uleiuri vegetale (ulei de palmier, ulei de floarea soarelui), zahar, drojdie, sare iodata, stabilizator (mono- si digliceride ale acizilor grasi), vanilina, corector de aciditate (Acid citric), conservanti (propionat de calciu, sorbat de potasiu). Umplutura cu cacao 17%: zahar, ulei de palmier, cacap pudra cu continut redus de grasime, LAPTE praf degresat, alcool etilic, emulsifiant (esteri poliglicerici ai acizilor grasi), vanilina, agent gelatinizant (alginat de sodiu), conservant (sorbat de potasiu). Umplutura cu aroma de vanilie 17%: zahar, ulei de palmier, LAPTE praf degresat, dextroza, alcool etilic, praf de galbenus de OU, emulsifiant (esteri poliglicerici ai acizilor grasi), stabilizator (guma de celuloza), corectori de aciditate (difosfat disodic, acid fosforic), aroma de vanilie, conservant (sorbat de potasiu), LACTOZA (LAPTE).","Contine: gluten, lapte si oua. Fabricat intr-o unitate care utilizeaza ca materii prime: arahide, alune de padure, migdale, produse din soia, susan."
Covrigei cu sare 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Covrigei-cu-sare-300g/p/31054,8.5 g/100 g,397 kcal/100 g,67.9 g/100 g,4.8 g/100 g,6 g/100 g,9.9 g/100 g,4 g/100 g,"Faina de grau (75%), ulei de palmier (6%), sare (maxim 6%), extract de malt, drojdie, agenti de afanare (bicarbonat de amoniu E503), corector de aciditate (hidroxid de sodiu E524), antioxidanti (metabisulfit de sodiu E223).",Gluten si poate cotnine urme de susan.
Biscuiti Petit Beurre 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-simpli/Biscuiti-Petit-Beurre-100g/p/30113,13 g/100 g,455 kcal/100 g,68 g/100 g,2.7 g/100 g,0.5 g/100 g,10 g/100 g,6 g/100 g,N/A,N/A
Crackers mix covrigei 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Crackers-mix-covrigei-250g/p/27709,19.9 g/100 g,476 kcal/100 g,64 g/100 g,2.6 g/100 g,2.5 g/100 g,8.8 g/100 g,13 g/100 g,N/A,N/A
"Praline caramel cu gust intens de lapte, invelite in ciocolata amaruie 221g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-caramel-cu-gust-intens-de-lapte-invelite-in-ciocolata-amaruie-221g/p/92042,18 g/100 g,454 kcal/100 g,70.5 g/100 g,1.1 g/100 g,0.17 g/100 g,2.2 g/100 g,14 g/100 g,"Zahar, sirop de glucoza, grasimi vegetale (palmier, Shea), masa de cacao, lapte praf integral, agent de umezire (sirop de sorbitol), grasime din lapte, emulsificatori (lecitina din soia, E476, lecitina din floarea soarelui), sare, arome.","Poate contine ou, varietati similare de nuci si arahide. Ciocolata contine si alte grasimi vegetale pe langa untul de cacao."
Biscuiti cu cacao si crema cu aroma de vanilie 72g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-cacao-si-crema-cu-aroma-de-vanilie-72g/p/90279,18.9 g/100 g,471 kcal/100 g,68.4 g/100 g,0.2 g/100 g,0.9 g/100 g,6.8 g/100 g,8.9 g/100 g,"faina alba de GRAU, zahar, grasime vegetala nehidrogenata de palmier, cacao pudra 2.4% cu continut redus de grasime, sirop de glucoza, sirop de zahar invertit, amidon din porumb, LAPTE praf degresat, zer praf (LAPTE), sare iodata, agenti de afanare (carbonat acid de sodiu, carbonat acid de amoniu, pirofosfat acid de sodiu), emulsifiant (lecitina de SOIA), aroma.","Contine gluten, soia, lapte. Poate contine urme de alune de padure, oua si seminte de susan."
Biscuiti mini 115g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-mini-115g/p/3738,19 g/100 g,477 kcal/100 g,69 g/100 g,3 g/100 g,0.74 g/100 g,5.2 g/100 g,5.2 g/100 g,"Faina de GRAU, zahar, ulei de palmier, ulei de rapita, pudra de cacao cu continut redus de grasime 4.5%, amidon din GRAU, sirop de glucoza-fructoza, agenti de afanare (carbonat de potasiu, carbonat de amoniu, carbonat de sodiu), sare, emulsifianti (lecitina de SOIA, lecitina de floarea-soarelui), aroma.","Contine gluten, soia. Poate contine urme de lapte."
Ciocolata cu lapte si crema cacao Triple 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-crema-cacao-Triple-90g/p/20821,30 g/100 g,520 kcal/100 g,56 g/100 g,2.7 g/100 g,0.37 g/100 g,6.1 g/100 g,18 g/100 g,"Zahar, unt de cacao, LAPTE praf degresat, zer praf din LAPTE, masa de cacao, grasime vegetala de palmier, grasime din LAPTE, cacao cu continut redus de grasime (3%), faina de GRAU, sirop de glucoza, sirop de glucoza-fructoza, agenti de umezire (glicerol, sorbitol), emulsifianti (lecitina din SOIA, lecitina din floarea soarelui), LAPTE praf integral, pasta de ALUNE de padure, arome, LAPTE praf cu continut mare de grasimi, amidon din GRAU, corectori de aciditate (fosfati de calciu), agenti de afannare (carbonati de potasiu, carbonati de amoniu, carbonati de sodiu), sare. Cacao: 30% minimum in ciocolata cu lapte alpin.","Lapte, grau, soia, alune. Poate contine varietati similare de nuci."
Biscuiti simpli cu vanilie 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-simpli/Biscuiti-simpli-cu-vanilie-70g/p/47348,8.9 g/100 g,426.5 kcal/100 g,76.6 g/100 g,N/A,N/A,10 g/100 g,N/A,"Faina de grau, zahar, zahar invertit, grasimi vegetale nehidrogenate, apa, agenti de afanare (bicarbonat de amoniu, bicarbonat de sodiu), sare iodata, emulsificator (lecitina din soia), conservant (metabisulfit de sodiu), acidifiant (acid citric), aroma artificiala (etilvanilina 0.02%).",Produsul contine gluten si soia.
"Ciocolata neagra cu nugat, miere si migdale 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-nugat-miere-si-migdale-100g/p/64690,30 g/100 g,516 kcal/100 g,50.0 g/100 g,8.9 g/100 g,0.01 g/100 g,5.9 g/100 g,18 g/100 g,"Masa de cacao, zahar, grasime din LAPTE, miere (3.0%), MIGDALE (1.6%), unt de cacao, emulsifiant (lecitina din SOIA), albus de OU praf. Ciocolata contine: substanta uscata de cacao 50% min.","MIGDALE, SOIA, OU."
