Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Praline cu coniac si cirese 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-coniac-si-cirese-150g/p/5864,19 g/100 g,431 kcal/100 g,56 g/100 g,N/A,0.10 g/100 g,2.8 g/100 g,12 g/100 g,"Ciocolata dulce amaruie (zahar, masa de cacao, unt de cacao, emulgator: lecitina de floarea-soarelui), umplutura 45% (zahar, sirop de glucoza, piure de mere, coniac 5.7%, sirop de zahar invertit, concentrat de suc de aronia, concentrat de suc de cirese (0.2%), stabilizator: pectina, acidifiant: acid citric, aroma naturala). Cacao: cel putin 50% in ciocolata dulce amaruie.","Poate contine urme de: nuci, alune, soia, oua, lapte si cereale ce contine gluten. Contine alcool."
Bomboane cu unt de cocos glazurate cu ciocolata si fulgi de cocos 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-cu-unt-de-cocos-glazurate-cu-ciocolata-si-fulgi-de-cocos-250g/p/12955,27.3 g/100 g,458 kcal/100 g,45.0 g/100 g,N/A,N/A,9.6 g/100 g,11.2 g/100 g,"Zahar, grasime vegetala, lapte praf degresat, talas de cocos, glazura de ciocolata (zahar, echivalent al untului de cacao, masa de cacao, pudra de cacao, emulsifiant (lecitine, vanilina)), arahide, vafele, unt de cacao, emulsifiant (lecitine), aroma identic naturala de cocos.","Lapte, unt, arahide."
"Ciocolata cu lapte, stafide si alune 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-stafide-si-alune-100g/p/3674,26 g/100 g,497 kcal/100 g,58 g/100 g,2.9 g/100 g,0.29 g/100 g,6.1 g/100 g,14 g/100 g,"Zahar, stafide (19%), unt de cacao, LAPTE praf degresat, masa de cacao, zer praf (din LAPTE), ALUNE de padure 5%, grasime din LAPTE, emulsifiant (lecitina din SOIA), pasta de ALUNE de padure, aroma. Ciocolata cu lapte alpin contine substanta uscata de cacao: 30% minimum.","Contine lapte, alune, soia. Poate contine urme de grau si varietati similare de nuci."
Napolitana cu glazura de ciocolata si crema de alune de padure 182g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-cu-glazura-de-ciocolata-si-crema-de-alune-de-padure-182g/p/45545,33.5 g/100 g,555 kcal/100 g,56 g/100 g,N/A,0.191 g/100 g,6.1 g/100 g,19.1 g/100 g,"Ciocolata cu LAPTE 49.5% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulgator (lecitina din SOIA), vanilina), zahar, grasimi vegetale (palmier, shea), faina de GRAU, ALUNE de padure 5.5%, ZER pudra, pudra de cacao cu continut redus de grasime 3.5%, emulgator: lecitina (SOIA), amidon de GRAU, sare, agenti de afanare (carbonat de amoniu, bicarbonat de sodiu), vanilina.","Contine lapte, gluten, alune de padure si soia. Poate contine migdale."
Praline de ciocolata cu alune 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-alune-120g/p/70863,37 g/100 g,569 kcal/100 g,52 g/100 g,N/A,0.10 g/100 g,5.6 g/100 g,24 g/100 g,"Zahar, grasimi vegetale (palmier, shea), unt de cacao, LAPTE praf integral, ALUNE DE PADURE intregi caramelizate 9.5% (ALUNE DE PADURE intregi 89%, zahar, emulsifiant (lecitine (contine SOIA)), masa de cacao, cacao pudra, materie grasa (LACTATA anhidra, LAPTE praf degresat, emulsifiant (lecitine din SOIA), MIGDALE, aroma de vanilie naturala.","Lapte, alune de padure, soia, migdale. Poate contine urme de alte fructe cu coaja lemnoasa si gluten."
Napolitana cu umplutura de lapte si alune de padure 103.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-cu-umplutura-de-lapte-si-alune-de-padure-103-5g/p/9369,38.9 g/100 g,588 kcal/100 g,50.3 g/100 g,N/A,0.358 g/100 g,8.5 g/100 g,16.8 g/100 g,"Zahar, grasimi vegetale (palmier, shea), LAPTE praf degresat (12.5%), ALUNE de padure (12.4%), faina de GRAU (8.5%), LAPTE praf integral 7.5%, ZER praf, amidon de GRAU, emulgator: lecitina (SOIA), ulei de floarea soarelui, proteine din LAPTE, agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), sare, vanilina, cacao degresata pudra.","Contine: lapte, alune de padure, gluten si soia."
"Ciocolata cu lapte cu napolitana, alune si crema cu aroma de rom 50g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Ciocolata-cu-lapte-cu-napolitana-alune-si-crema-cu-aroma-de-rom-50g/p/3818,19.50 g/100 g,571 kcal/100 g,51 g/100 g,N/A,0.16 g/100 g,6.80 g/100 g,19.50 g/100 g,"Ciocolata LAPTE 46% (zahar, unt de cacao, masa de cacao, LAPTE praf , emulsifiant(lecitina din SOIA),aroma), umplutura cu aroma de rom 42% (zahar, uleiuri vegetale(ulei de palmier, ulei de seminte de bumbac, ulei de flarea soarelui), LAPTE praf degresat, grasimi vegetale (ulei de palmier), zer pudra (din LAPTE), pudra de cacao cu continut redus de grasime,emulsifiant(lecitina din SOIA), aroma(rom)), napolitana 7% (faina de GRAU, zahar, grasimi vegetale (ulei de palmier, ulei de samburi de palmier), zer pudra (din LAPTE), ulei vegetal(ulei de palmier), pudra de cacao cu continut redus de grasime, emulsifiant (lecitina din SOIA), agebt de afanare (carbonat acid de sodiu), sare, amidon din porumb, colorant (caramel,aroma), ALUNE DE PADURE prajite.","Lapte, soia, gluten, alune. Poate contine urme de arahide, fructe cu coaja lemnoasa, cocos, seminte de susan, oua."
"Trufe de ciocolata cu lavanda, martipan si lamaie 200g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-cu-lavanda-martipan-si-lamaie-200g/p/50246,38.3 g/100 g,581.1 g/100 g,52.1 g/100 g,1.56 g/100 g,0.23 g/100 g,7 g/100 g,17.6 g/100 g,"Crema cu aroma de lavanda (ciocolata neagra) (cacao, zahar, unt de cacao, emulsifiant: lecitina de SOIA, aroma (vanilina)), crema cu aroma de lavanda (zahar, grasimi vegetale (palmier) LAPTE praf, emulsifiant (lecitina de SOIA), arome (vanilina, lavanda), coloranti E162), zahar, sirop de glucoza, amidon de porumb, coloranti (E162), crema aromatizata cu martipan umpluta cu ciocolata cu LAPTE (ciocolata cu LAPTE (Zahar, LAPTE praf, unt de cacao, masa de cacao, emulsifiant (lecitina de SOIA),aroma (vanilina, martipan), zahar, sirop de glucoza, amidon de porumb, E160c), crema cu aroma de lamaie umpluta cu ciocolata alba (ciocolata alba (zahar, unt de cacao, LAPTE praf, emulsifiant (lecitina de SOIA), aroma (vanilina), crema cu aroma de lamaie, zahar, arome vegetale (palmier), LAPTE praf, emulsifiant (lecitina de SOIA), aroma (vanilina, lamaie), coloranti E100), zahar, sirop de glucoza, amidon de porumb, colorant E100.",Contine lapte si soia. Poate contine urme de alune.
Baton de ciocolata cu crema de banane 22g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-crema-de-banane-22g/p/57947,9.8 g/100 g,372 kcal/100 g,69 g/100 g,N/A,0.02 g/100 g,1.6 g/100 g,5.9 g/100 g,"Zahar, sirop de fructoza-glucoza, masa de cacao, miez de banana (8%) in spuma, unt de cacao, agent umidificator: sorbitol, gelatina, gelifiant: agar-agar, acidifiant: acid citric, arome, emulgator: lecitina de SOIA, colorant: curcumina, amidon din GRAU.",Contine soia si gluten. Poate contine urme de lapte.
Bomboane cu ciocolata alba cu lapte si alune 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-cu-ciocolata-alba-cu-lapte-si-alune-200g/p/48895,38.3 g/100 g,577 kcal/100 g,47.3 g/100 g,N/A,0.381 g/100 g,10.3 g/100 g,22.5 g/100 g,"Ciocolata alba 50.5% (LAPTE praf degresat, unt de cacao, zahar, UNT deshidratat, emulgator (lecitina din SOIA), vanilina), zahar, LAPTE praf degresat (13.5%), ulei de palmier, ALUNE (5.8%), UNT deshidratat, agenti de glazurare (guma arabica, selac), sirop de glucoza, emulgator (lecitina din SOIA), arome, vanilina. Total lactate: 36%. Total constituenti cacao: 16.5%.","Contine lapte, alune si soia."
Ciocolata alba cu alune de padure intregi. 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-cu-alune-de-padure-intregi-100g/p/30245,40 g/100 g,583 kcal/100 g,48 g/100 g,N/A,0.22 g/100 g,7.9 g/100 g,16 g/100 g,"Zahar, ALUNE de padure prajite, unt de cacao, LAPTE praf integral, LACTOZA, orez (2.5%), UNT clarificat, emulsifiant (lecitina din SOIA), sare, extract din malt (ORZ).","Contine alune de padure, lapte, gluten si soia. Poate contine urme de arahide, alte fructe cu coaja lemnoasa si oua."
"Specialitati de nuca de cocos, cu migdala in interior 260g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-de-nuca-de-cocos-cu-migdala-in-interior-260g/p/98421,48.6 g/100 g,628 kcal/100 g,38.3 g/100 g,N/A,0.305 g/100 g,7.2 g/100 g,29.7 g/100 g,"Nuca de cocos deshidratata 25,5%, grasimi vegetale (palmier, shea), zahar, MIGDALA 8%, LAPTE praf degresat, ZER praf, faina de GRAU, amidon de tapioca, emulgator: lecitina SOIA, arome, agent de afanare: bicarbonat de sodiu, sare.","Contine lapte, migdala, gluten si soia."
Praline cu cacao si cirese confiate Dark & Cherry 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-cacao-si-cirese-confiate-Dark-and-Cherry-120g/p/6200,29 g/100 g,502 kcal/100 g,55 g/100 g,N/A,0.01 g/100 g,3.6 g/100 g,19 g/100 g,"Zahar, masa de cacao, cirese confiate 18% (cirese 9.4%, sirop de glucoza-fructoza, zahar, suc de visine, concentrat vegetal: morcov negru si hibiscus, corector de aciditate: acid citric, arome naturale), grasimi vegetale (palmier, shea), unt de cacao, cacao pudra 6%, grasimi din LAPTE, emulsifiant: lecitine (contine SOIA), aroma, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata: 50% minimum.",Contine lapte si soia. Poate contine urme de fructe cu coaja lemnoasa si gluten.
"Bomboane cu crema de arahide, acoperite cu glazura de ciocolata 250g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-cu-crema-de-arahide-acoperite-cu-glazura-de-ciocolata-250g/p/12956,27.5 g/100 g,508 kcal/100 g,56.7 h/100 g,N/A,N/A,8.0 g/100 g,9.6 g/100 g,"Zahar, grasime vegetala, vafele, glazura de ciocolata (zahar, echivalent al untului de cacao, masa de cacao, pudra de cacao, emulsifiant (lecitine), vanilina), arahide, pudra de cacao, emulsifiant (lecitine), vanilina.","Arahide, unt."
Selectie de praline 319g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Selectie-de-praline-319g/p/51823,20.3 g/100 g,455 kcal/100 g,52.8 g/100 g,N/A,0.005 g/100 g,3 g/100 g,13.2 g/100 g,N/A,"Contine lapte, soia, alune si gluten."
Ciocolata cu lapte si crema Oreo Brownie 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-crema-Oreo-Brownie-100g/p/3227,35 g/100 g,552 kcal/100 g,51 g/100 g,4.4 g/100 g,0.48 g/100 g,6.7 g/100 g,20 g/100 g,"Zahar, grasime de palmier, zer praf (din LAPTE), unt de cacao, cacao cu continut redus de grasime (8.5%), faina de GRAU, praf degresat, masa de cacao, grasime din LAPTE, emulsifiant (lecitine din SOIA), sirop de glucoza-fructoza, amidon din GRAU, pasta de ALUNE DE PADURE, agenti de afanare (carbonati de potasiu, carbonati de amoniu, carbonati de sodiu), sare, arome.","Lapte, grau, soia, alune de padure. Poate contine alte fructe cu coaja lemnoasa."
Ciocolata neagra 81% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-81-cacao-100g/p/33286,52 g/100 g,609 kcal/100 g,20 g/100 g,N/A,0.01 g/100 g,9.4 g/100 g,33 g/100 g,"Masa de cacao, zahar, unt de cacao.","Poate contine urme de arahide, fructe cu coaja lemnoasa, cereale care contin gluten, lapte, soia si oua."
Baton de napolitana cu ciocolata alba si cocos 40g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-napolitana-cu-ciocolata-alba-si-cocos-40g/p/37459,23.70 g/100 g,498 kcal/100 g,64.30 g/100 g,0.80 g/100 g,0.58 g/100 g,6.30 g/100 g,13.90 g/100 g,"Sirop de fructoza-glucoza, grasimi vegetale (palmier, shea, samburi de palmier), zahar, faina de GRAU, LAPTE condensat indulcit(LAPTE, zahar), LAPTE praf degresat, ZER praf(din LAPTE), maltodextrina, fulgi de cocos, amidon din GRAU, sare, emulgator(lecitine), agent de afanare(carbonati de sodiu), zahar caramelizat, aroma naturala.","Lapte, grau. Poate contine arahide, soia si varietati de nuci."
Specialitati de ciocolata Chocolate Collection 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-de-ciocolata-Chocolate-Collection-125g/p/38341,37.70 g/100 g,574 kcal/100 g,48.90 g/100 g,N/A,0.24 g/100 g,8.40 g/100 g,21.30 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, SMANTANA praf, MIGDALE tocate (4.4%), grasimi vegetale (palmier, shea), LAPTE praf degresat, LACTOZA, ALUNE DE PADURE macimate 1.8%, LAPTE acru praf, ulei de UNT, faina de GRAU, dextroza, faina de orez, emulsifiant: lecitine (contine SOIA), cafea, cacao cu continut redus de grasime, fructoza, proteine din GRAU, sare, arome, malt din GRAU.","Lapte, grau, soia. Toate sortimentele pot contine bucati de alune de padure, migdale, arahide, alte fructe cu coaja lemnoasa."
Ciocolata amaruie 50% cacao si crema de rom 88g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-50-cacao-si-crema-de-rom-88g/p/38051,24 g/100 g,475 kcal/100 g,58 g/100 g,N/A,0.02 g/100 g,3.90 g/100 g,15 g/100 g,"Zahar, masa de cacao, sirop de glucoza, pudra de cacao cu continut redus de grasime, sirop de glucoza-fructoza, grasime vegetala (ulei de shea, ulei de palmier, ulei de palmier partial hidrogenat), grasime vegetala(ulei de palimier, ulei de shea), agent de umezire (sorbitol), alcool etilic rafinat de origine agricola, derivat din ZER pudra (din LAPTE), LAPTE praf degresat, rom 0.1%, stabilizator(invertaza), emulsifianti(lecitina din SOIA, poliricinoleat de poliglicerina), aroma.","Lapte, soia. Poate contine arahide, fructe cu coaja lemnoasa, cocos, gluten, oua."
Baton cu interior de caramel si napolitana 42g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-cu-interior-de-caramel-si-napolitana-42g/p/864,21.1 g/100 g,474 kcal/100 g,65.1 g/100 g,1.4 g/100 g,0.17 g/100 g,4.2 g/100 g,N/A,"Glazura de cacao (zahar, grasime vegetala partial hidrogenata, zer praf, cacao pudra (2.5%) cu continut redus de grasime (10-12% unt de cacao), emulgator (lecitina de floarea soarelui), aroma), sirop de glucoza, lapte condensat indulcit (lapte, zahar), faina de grau, cereale (faina de grau (4.9%), zahar, amidon din grau, agent de afanare (carbonat acid de sodiu), emulgator (lecitina de floarea soarelui), sare, zahar caramelizat), ulei vegetal, stabilizator (glicerina), maltodextrina, zer praf, sirop de glucoza-fructoza, lapte praf degresat, sare, emulgator (lecitina de floarea soarelui), agenti de afanare (carbonat acid de sodiu, carbonat de magneziu), aroma, agent de ingrosare (caragenan).","Contine gluten. Poate contine urme de soia, arahide si alte varietati similare."
Ciocolata 61% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-61-cacao-100g/p/57342,45 g/100 g,600 kcal/100 g,40 g/100 g,N/A,0.01 g/100 g,5.6 g/100 g,28 g/100 g,"Masa de cacao, zahar, unt de cacao. Substanta uscata de cacao: 61% minimum.","Poate contine urme de arahide, fructe cu coaja lemnoasa, cereale care contin gluten, lapte, soia si oua."
Ciocolata amaruie cu alune de padure intregi caramelizate 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-alune-de-padure-intregi-caramelizate-100g/p/34228,40 g/100 g,568 kcal/100 g,44 g/100 g,N/A,0.01 g/100 g,6.3 g/100 g,26 g/100 g,"Zahar, masa de cacao, ALUNE DE PADURE intregi caramezilat 23% (ALUNE de padure intregi 20%, zahar, emulsifiant: lecitine (contine SOIA)), unt de cacao, grasimi din LAPTE, emulsifiant: lecitine (contine SOIA), aroma de vanilie naturala.","Contine alune de padure, lapte si soia. Poate contine urme de alte fructe cu coaja lemnoasa si gluten."
Praline de ciocolata cu cafea 62.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-cafea-62-5g/p/92978,20.5 g/100 g,440 kcal/100 g,58.8 g/100 g,N/A,0.046 g/100 g,3.5 g/100 g,N/A,"Cafea lichida indulcita 54% (zahar, cafea lichida 34%), ciocolata 23% (masa de cacao, zahar, unt de cacao, extract de cafea, emulgator: lecitina (soia), vanilina), ciocolata cu lapte 14.5% (zahar, masa de cacao, lapte praf integral, unt de cacao, extract de cafea, emulgator: lecitina (soia), vanilina), unt de cacao, masa de cacao, lactoza, zahar, extract de cafea, emulgator: lecitina (soia), vanilina. Substanta uscata de cacao min 43% in ciocolata, min 30% in ciocolata cu lapte.",N/A
Praline de ciocolata cu cireasa intreaga in lichior 105g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-cireasa-intreaga-in-lichior-105g/p/44400,20.3 g/100 g,455 kcal/100 g,52.8 g/100 g,N/A,0.005 g/100 g,3 g/100 g,13.2 g/100 g,"Ciocolata 49% (zahar, masa de cacao, unt de cacao, emulgator (lecitina (SOIA), vanilina), zahar, cireasa intreaga (18%), lichior 13% (sirop de glucoza, apa, alcool , zahar, aroma), unt de cacao.",Contine soia. Poate contine lapte.
Baton de ciocolata cu crema de cacao si alune de padure 91g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-crema-de-cacao-si-alune-de-padure-91g/p/56015,33.5 g/100 g,555 kcal/100 g,56 g/100 g,N/A,0.191 g/100 g,6.1 g/100 g,19.1 g/100 g,"Ciocolata cu LAPTE 49.5% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulgator: lecitina (SOIA), vanilina), zahar, grasimi vegetale (palmier, shea), faina de GRAU, ALUNE de padure 5.5%, ZER pudra, pudra de cacao cu continut redus de grasime (3.5%), emulgator: lecitina (SOIA), amidon de GRAU, sare, agenti de afanare (carbonat de amoniu, bicarbonat de sodiu), vanilina.","Contine lapte, alune de padure, soia si gluten. Poate contine migdale."
Ciocolata amaruie cu visine 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-visine-80g/p/40412,32 g/100 g,530 kcal/100 g,50 g/100 g,N/A,0.01 g/100 g,4.81 g/100 g,21 g/100 g,"zahar, masa de cacao, unt de cacao, bucati de visine liofilizate 2%, emulsifiant: lecitine (contine SOIA), aroma, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata amaruie: 50% minimum.",Contine soia.
Napolitana glazurata cu ciocolata alba 5x39g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-glazurata-cu-ciocolata-alba-5x39g/p/34402,35.9 g/100 g,571 kcal/100 g,53 g/100 g,N/A,0.330 g/100 g,8.5 g/100 g,16.8 g/100 g,"Ciocolata alba 28% (unt de cacao, zahar, LAPTE praf degresat, UNT deshidratat, emulgator: lecitina (SOIA), vanilina), zahar, ulei de palmier, faina de GRAU, LAPTE praf degresat 8.5%, LAPTE praf integral 5.5%, ALUNE de padure 5%, ZER pudra, amidon de GRAU, bicarbonat de sodiu), arome, sare.","Contine lapte, soia, gluten si alune de padure."
Napolitana cu umplutura de lapte si cacao Happy Hippo 20.7g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-cu-umplutura-de-lapte-si-cacao-Happy-Hippo-20-7g/p/58320,38.6 g/100 g,593 kcal/100 g,53.6 g/100 g,N/A,0.264 g/100 g,6.7 g/100 g,17.6 g/100 g,"Zahar, grasimi vegetale (palmier, shea), faina de GRAU 8.5%, LAPTE praf integral 7.5%, cacao degresata pudra 5%, LAPTE praf degresat 4.5%, ALUNE, ZER praf, ciocolata (zahar, masa de cacao, unt de cacao, emulgator: lecitina de SOIA, vanilina), amidon de GRAU, emulgator: lecitina (SOIA), ulei de floarea soarelui, proteine din LAPTE, agenti de afanare (bicarbonat de amoniu, bicarbonat de sodiu), sare, vanilina.","Contine lapte, gluten, soia, alune."
Ciocolata cu lapte cu crema rom si aroma de cirese amare 38g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Ciocolata-cu-lapte-cu-crema-rom-si-aroma-de-cirese-amare-38g/p/37612,33 g/100 g,543 kcal/100 g,55 g/100 g,N/A,0.2 g/100 g,5.3 g/100 g,18 g/100 g,"Zahar, grasimi vegetale (ulei de palmier, ulei de shea), masa de cacao, unt de cacao, LAPTE praf degresat, LAPTE praf integral, pudra de cacao cu continut redus de grasime, derivat din ZER pudra (din LAPTE), grasime din LAPTE, pudra de SMANTANA (din LAPTE), rom 0.1%, pudra de cirese 0.1% (maltodextrina, suc concentrat de cirese), emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), arome.","Contine lapte si soia. Poate contine arahide, fructe cu coaja lemnoasa, cocos, gluten, oua."
